conversation_id,chunk_id,utterance_id,speaker,social_orientation
1902810.120015.120015,0,3,AaronS,Assured-Dominant
1902810.120015.120015,1,4,VeryVerily,Arrogant-Calculating
1902810.120015.120015,1,5,AaronS,Warm-Agreeable
1902810.120015.120015,2,6,AaronS,Unassured-Submissive
1902810.120015.120015,2,7,AaronS,Warm-Agreeable
19261740.8675.8675,0,1,TJive,Warm-Agreeable
19261740.8675.8675,0,2,Trey Stone,Unassuming-Ingenuous
19261740.8675.8675,0,3,172,Unassured-Submissive
19261740.8675.8675,0,4,172,Cold
19261740.8675.8675,0,5,172,Arrogant-Calculating
19261740.8675.8675,1,6,TJive,Warm-Agreeable
1934376.41994.41994,0,1,Radgeek,Warm-Agreeable
1934376.41994.41994,0,2,VeryVerily,Unassuming-Ingenuous
1934376.41994.41994,1,3,Kevehs,Warm-Agreeable
1934376.41994.41994,2,4,VeryVerily,Unassuming-Ingenuous
1934376.41994.41994,2,5,Kevehs,Arrogant-Calculating
1934376.41994.41994,2,6,Kevehs,Unassured-Submissive
1934376.41994.41994,2,7,Kevehs,Arrogant-Calculating
1934376.41994.41994,2,8,Kevehs,Unassuming-Ingenuous
1934376.41994.41994,2,9,VeryVerily,Cold
19343936.125194.125194,0,1,BernardL,Warm-Agreeable
19343936.125194.125194,0,2,TJive,Unassuming-Ingenuous
19343936.125194.125194,0,3,BernardL,Unassured-Submissive
19343936.125194.125194,0,4,TJive,Arrogant-Calculating
19343936.125194.125194,0,5,Trey Stone,Cold
19343936.125194.125194,0,6,Trey Stone,Arrogant-Calculating
19343936.125194.125194,1,7,BernardL,Arrogant-Calculating
19343936.125194.125194,1,8,TJive,Unassuming-Ingenuous
19343936.125194.125194,1,9,BernardL,Gregarious-Extraverted
194122017.19795.19795,0,1,Nil Einne,Unassuming-Ingenuous
194122017.19795.19795,0,2,Leladax,Arrogant-Calculating
194122017.19795.19795,0,3,ClueBot,Warm-Agreeable
194122017.19795.19795,0,4,ClueBot,Warm-Agreeable
194122017.19795.19795,1,5,ClueBot,Warm-Agreeable
194122017.19795.19795,1,6,ClueBot,Warm-Agreeable
19684369.2550.2550,0,1,Ruy Lopez,Gregarious-Extraverted
19684369.2550.2550,0,2,Cberlet,Warm-Agreeable
19684369.2550.2550,0,3,Jnc,Assured-Dominant
19684369.2550.2550,1,4,TJive,Gregarious-Extraverted
19684369.2550.2550,2,5,Nobs01,Unassuming-Ingenuous
19684369.2550.2550,2,6,Ruy Lopez,Warm-Agreeable
19684369.2550.2550,3,7,Nobs01,Warm-Agreeable
19703427.11295.11295,0,1,Dbachmann,Warm-Agreeable
19703427.11295.11295,0,2,Chronographos,Warm-Agreeable
19703427.11295.11295,0,3,Dbachmann,Unassuming-Ingenuous
19703427.11295.11295,0,4,Chronographos,Warm-Agreeable
19703427.11295.11295,0,5,Dbachmann,Gregarious-Extraverted
19703427.11295.11295,0,6,Chronographos,Warm-Agreeable
19703427.11295.11295,0,7,Alex '05,Cold
19703427.11295.11295,0,8,Dbachmann,Warm-Agreeable
19703427.11295.11295,1,9,Chronographos,Cold
197971268.112783.112758,0,1,Avala,Gregarious-Extraverted
197971268.112783.112758,0,2,Mareklug,Warm-Agreeable
197971268.112783.112758,0,3,Avala,Unassured-Submissive
197971268.112783.112758,0,4,Mareklug,Warm-Agreeable
197971268.112783.112758,0,5,Avala,Unassured-Submissive
197971268.112783.112758,0,6,Mareklug,Unassuming-Ingenuous
197971268.112783.112758,1,7,Avala,Arrogant-Calculating
197971268.112783.112758,1,8,Mareklug,Warm-Agreeable
197971268.112783.112758,1,9,Avala,Arrogant-Calculating
197971268.112783.112758,1,10,Mareklug,Unassured-Submissive
198688208.49744.49744,0,1,Doncram,Unassured-Submissive
198688208.49744.49744,0,2,Doncram,Warm-Agreeable
198688208.49744.49744,0,3,Mattisse,Warm-Agreeable
198688208.49744.49744,0,4,SEWilco,Unassuming-Ingenuous
198688208.49744.49744,0,5,SEWilco,Arrogant-Calculating
198688208.49744.49744,0,6,Doncram,Unassured-Submissive
198688208.49744.49744,0,7,SEWilco,Cold
198688208.49744.49744,0,8,Doncram,Unassured-Submissive
198688208.49744.49744,0,9,Doncram,Unassuming-Ingenuous
198688208.49744.49744,0,10,SEWilco,Cold
198688208.49744.49744,0,11,Doncram,Unassured-Submissive
198688208.49744.49744,1,12,SEWilco,Assured-Dominant
200634239.56463.56463,0,1,Doncram,Warm-Agreeable
200634239.56463.56463,0,2,Mattisse,Warm-Agreeable
200634239.56463.56463,0,3,Doncram,Warm-Agreeable
200634239.56463.56463,0,4,Mattisse,Warm-Agreeable
200634239.56463.56463,0,5,SEWilco,Unassured-Submissive
200634239.56463.56463,1,6,Doncram,Warm-Agreeable
200634239.56463.56463,1,7,Mattisse,Gregarious-Extraverted
200634239.56463.56463,1,8,SEWilco,Unassuming-Ingenuous
200634239.56463.56463,1,9,Doncram,Unassured-Submissive
200634239.56463.56463,1,10,Mattisse,Warm-Agreeable
206795682.49712.49712,0,1,Tedmoseby,Warm-Agreeable
206795682.49712.49712,0,2,Tool2Die4,Unassuming-Ingenuous
206795682.49712.49712,0,3,Tedmoseby,Warm-Agreeable
206795682.49712.49712,0,4,Sensei48,Warm-Agreeable
206795682.49712.49712,0,5,Tedmoseby,Warm-Agreeable
206795682.49712.49712,0,6,Sensei48,Warm-Agreeable
206795682.49712.49712,1,7,Tool2Die4,Cold
206795682.49712.49712,1,8,Tedmoseby,Arrogant-Calculating
209122887.102328.102328,0,1,The Red Hat of Pat Ferrick,Assured-Dominant
209122887.102328.102328,0,2,Red4tribe,Unassured-Submissive
209122887.102328.102328,0,3,The Red Hat of Pat Ferrick,Warm-Agreeable
209122887.102328.102328,0,4,Red4tribe,Unassured-Submissive
209122887.102328.102328,0,5,Kirkoconnell,Warm-Agreeable
209122887.102328.102328,0,6,Red4tribe,Unassured-Submissive
209122887.102328.102328,0,7,Kirkoconnell,Assured-Dominant
209122887.102328.102328,0,8,Red4tribe,Unassured-Submissive
209122887.102328.102328,1,9,Kirkoconnell,Assured-Dominant
209122887.102328.102328,1,10,Red4tribe,Cold
211681199.79782.78051,0,1,Bandurist,Warm-Agreeable
211681199.79782.78051,0,2,Merzbow,Unassuming-Ingenuous
211681199.79782.78051,1,3,Hodja Nasreddin,Warm-Agreeable
211681199.79782.78051,1,4,Relata refero,Warm-Agreeable
211681199.79782.78051,1,5,Bandurist,Unassuming-Ingenuous
211715663.85849.85849,0,1,Bandurist,Warm-Agreeable
211715663.85849.85849,0,2,Relata refero,Unassuming-Ingenuous
211715663.85849.85849,0,3,Bandurist,Warm-Agreeable
211715663.85849.85849,0,4,Relata refero,Unassuming-Ingenuous
211715663.85849.85849,0,5,Bandurist,Unassured-Submissive
211715663.85849.85849,1,6,Jo0doe,Arrogant-Calculating
211715663.85849.85849,1,7,Bandurist,Cold
21507950.14018.14018,0,1,Bradeos Graphon,Warm-Agreeable
21507950.14018.14018,0,2,Bradeos Graphon,Unassuming-Ingenuous
21507950.14018.14018,0,3,84.133.33.229,Warm-Agreeable
21507950.14018.14018,0,4,Bradeos Graphon,Warm-Agreeable
21507950.14018.14018,1,5,211.30.205.254,Unassured-Submissive
21507950.14018.14018,1,6,Bradeos Graphon,Warm-Agreeable
21507950.14018.14018,1,7,213.23.211.8,Unassuming-Ingenuous
21507950.14018.14018,1,8,213.23.211.8,Unassured-Submissive
21507950.14018.14018,1,9,Bradeos Graphon,Warm-Agreeable
21507950.14018.14018,2,10,211.30.205.254,Cold
215769944.19364.19364,0,1,Warren,Warm-Agreeable
215769944.19364.19364,0,2,Ahunt,Unassuming-Ingenuous
215769944.19364.19364,0,3,Warren,Arrogant-Calculating
215769944.19364.19364,0,4,Ahunt,Unassuming-Ingenuous
215769944.19364.19364,1,5,Warren,Unassuming-Ingenuous
215769944.19364.19364,2,6,Ahunt,Unassuming-Ingenuous
215769944.19364.19364,3,7,Warren,Cold
217350683.16260.16260,0,1,AvantVenger,Unassured-Submissive
217350683.16260.16260,0,2,SteveBaker,Warm-Agreeable
217350683.16260.16260,1,3,AvantVenger,Arrogant-Calculating
217350683.16260.16260,2,4,AvantVenger,Arrogant-Calculating
217350683.16260.16260,2,5,AvantVenger,Unassuming-Ingenuous
217350683.16260.16260,3,6,AvantVenger,Cold
217350683.16260.16260,3,7,SteveBaker,Warm-Agreeable
217350683.16260.16260,4,8,AvantVenger,Arrogant-Calculating
220873646.265567.259050,0,1,Coppertwig,Warm-Agreeable
220873646.265567.259050,0,2,Dematt,Warm-Agreeable
220873646.265567.259050,0,3,Coppertwig,Warm-Agreeable
220873646.265567.259050,0,4,Coppertwig,Unassuming-Ingenuous
220873646.265567.259050,0,5,DigitalC,Warm-Agreeable
220873646.265567.259050,0,6,Xavexgoem,Unassuming-Ingenuous
220873646.265567.259050,0,7,Coppertwig,Warm-Agreeable
220873646.265567.259050,1,8,Xavexgoem,Warm-Agreeable
220873646.265567.259050,2,9,Coppertwig,Unassuming-Ingenuous
220873646.265567.259050,2,10,QuackGuru,Unassured-Submissive
220873646.265567.259050,2,11,DigitalC,Warm-Agreeable
224521275.632426.632426,0,1,Newross,Warm-Agreeable
224521275.632426.632426,0,2,Wikidemon,Warm-Agreeable
224521275.632426.632426,0,3,Newross,Warm-Agreeable
224521275.632426.632426,1,4,Tvoz,Warm-Agreeable
224521275.632426.632426,1,5,Noroton,Unassuming-Ingenuous
224521275.632426.632426,1,6,Tvoz,Warm-Agreeable
224597043.604665.604665,0,1,Bobblehead,Warm-Agreeable
224597043.604665.604665,0,2,Noroton,Unassuming-Ingenuous
224597043.604665.604665,0,3,Bobblehead,Unassured-Submissive
224597043.604665.604665,0,4,Tvoz,Warm-Agreeable
224597043.604665.604665,0,5,Noroton,Unassuming-Ingenuous
224597043.604665.604665,0,6,Scjessey,Assured-Dominant
224597043.604665.604665,0,7,Noroton,Unassuming-Ingenuous
224597043.604665.604665,0,8,Scjessey,Assured-Dominant
224597043.604665.604665,0,9,Scjessey,Warm-Agreeable
224597043.604665.604665,1,10,Bobblehead,Arrogant-Calculating
228590201.10821.10821,0,1,Mayankeagle,Gregarious-Extraverted
228590201.10821.10821,0,2,Darrenhusted,Unassuming-Ingenuous
228590201.10821.10821,0,3,Mayankeagle,Warm-Agreeable
228590201.10821.10821,1,4,Darrenhusted,Unassuming-Ingenuous
228590201.10821.10821,1,5,Mayankeagle,Warm-Agreeable
228590201.10821.10821,1,6,Darrenhusted,Unassuming-Ingenuous
228590201.10821.10821,1,7,Mayankeagle,Warm-Agreeable
228590201.10821.10821,2,8,Extransit,Warm-Agreeable
228590201.10821.10821,2,9,Extransit,Unassuming-Ingenuous
228590201.10821.10821,3,10,Extransit,Warm-Agreeable
229002613.333487.333487,0,1,Domniqencore,Arrogant-Calculating
229002613.333487.333487,0,2,Haiduc,Warm-Agreeable
229002613.333487.333487,0,3,Aaron Brenneman,Cold
229002613.333487.333487,0,4,Jack-A-Roe,Unassuming-Ingenuous
229002613.333487.333487,0,5,Akhilleus,Warm-Agreeable
229002613.333487.333487,0,6,Aaron Brenneman,Cold
229002613.333487.333487,1,7,Akhilleus,Warm-Agreeable
229002613.333487.333487,1,8,Aaron Brenneman,Unassured-Submissive
229002613.333487.333487,1,9,Akhilleus,Cold
229002613.333487.333487,1,10,Aaron Brenneman,Cold
23046139.195379.195362,0,1,70.48.46.34,Arrogant-Calculating
23046139.195379.195362,0,2,202.62.94.8,Warm-Agreeable
23046139.195379.195362,0,3,12.10.219.37,Unassuming-Ingenuous
23046139.195379.195362,0,4,12.10.219.37,Unassured-Submissive
23046139.195379.195362,0,5,Wisesabre,Warm-Agreeable
23046139.195379.195362,0,6,67.68.42.207,Cold
23046139.195379.195362,0,7,202.62.94.8,Warm-Agreeable
23046139.195379.195362,1,8,12.10.219.37,Warm-Agreeable
230666437.27902.27902,0,1,Mactruth,Gregarious-Extraverted
230666437.27902.27902,0,2,Crossthets,Warm-Agreeable
230666437.27902.27902,0,3,BalkanFever,Unassured-Submissive
230666437.27902.27902,1,4,209.161.240.159,Arrogant-Calculating
230666437.27902.27902,1,5,BalkanFever,Cold
232095869.2603.2603,0,1,Anetode,Warm-Agreeable
232095869.2603.2603,0,2,Trekphiler,Assured-Dominant
232095869.2603.2603,0,3,Zerocannon,Arrogant-Calculating
232095869.2603.2603,0,4,Anetode,Warm-Agreeable
232095869.2603.2603,0,5,Trekphiler,Assured-Dominant
232095869.2603.2603,1,6,Trekphiler,Unassuming-Ingenuous
232095869.2603.2603,1,7,Zerocannon,Arrogant-Calculating
232095869.2603.2603,1,8,Anetode,Warm-Agreeable
232095869.2603.2603,2,9,Trekphiler,Arrogant-Calculating
232095869.2603.2603,2,10,Zerocannon,Cold
233293571.36736.36736,0,1,Andrew Lancaster,Assured-Dominant
233293571.36736.36736,0,2,Causteau,Unassuming-Ingenuous
233293571.36736.36736,0,3,81.246.46.114,Arrogant-Calculating
233293571.36736.36736,0,4,81.241.55.117,Assured-Dominant
233293571.36736.36736,1,5,81.241.55.117,Cold
233293571.36736.36736,1,6,81.241.55.117,Unassuming-Ingenuous
233293571.36736.36736,1,7,81.241.55.117,Unassured-Submissive
233293571.36736.36736,1,8,Andrew Lancaster,Warm-Agreeable
233293571.36736.36736,1,9,Andrew Lancaster,Unassuming-Ingenuous
233293571.36736.36736,1,10,Andrew Lancaster,Cold
233570305.17854.17854,0,1,Elonka,Warm-Agreeable
233570305.17854.17854,0,2,Causteau,Warm-Agreeable
233570305.17854.17854,0,3,81.241.55.117,Cold
233570305.17854.17854,0,4,Elonka,Unassuming-Ingenuous
233570305.17854.17854,1,5,217.136.97.176,Arrogant-Calculating
235563014.4360.4360,0,1,Reachtests,Arrogant-Calculating
235563014.4360.4360,0,2,193.75.53.9,Warm-Agreeable
235563014.4360.4360,0,3,Reachtests,Unassuming-Ingenuous
235563014.4360.4360,1,4,Drmies,Unassuming-Ingenuous
235563014.4360.4360,1,5,85.167.187.129,Unassuming-Ingenuous
238516602.70197.70197,0,1,Skoojal,Unassuming-Ingenuous
238516602.70197.70197,0,2,DionysosProteus,Arrogant-Calculating
238516602.70197.70197,0,3,Skoojal,Warm-Agreeable
238516602.70197.70197,1,4,DionysosProteus,Assured-Dominant
238516602.70197.70197,1,5,Skoojal,Warm-Agreeable
240290940.16207.16207,0,1,Penguins Are Animals 5327,Warm-Agreeable
240290940.16207.16207,0,2,Thirteen squared,Assured-Dominant
240290940.16207.16207,0,3,Penguins Are Animals 5327,Unassuming-Ingenuous
240290940.16207.16207,0,4,Thirteen squared,Cold
240290940.16207.16207,1,5,Penguins Are Animals 5327,Warm-Agreeable
240290940.16207.16207,1,6,Thirteen squared,Assured-Dominant
24118781.37.37,0,1,Curps,Warm-Agreeable
24118781.37.37,0,2,Pavel Vozenilek,Unassuming-Ingenuous
24118781.37.37,0,3,Juro,Gregarious-Extraverted
24118781.37.37,0,4,Curps,Warm-Agreeable
24118781.37.37,1,5,Juro,Unassuming-Ingenuous
24118781.37.37,1,6,Curps,Unassured-Submissive
24118781.37.37,1,7,Caroig,Warm-Agreeable
24118781.37.37,1,8,207.200.116.10,Cold
24118781.37.37,1,9,Basser g,Warm-Agreeable
24319777.0.0,0,1,Tony Sidaway,Warm-Agreeable
24319777.0.0,0,2,Fridgemagnet,Warm-Agreeable
24319777.0.0,0,3,Francs2000,Unassuming-Ingenuous
24319777.0.0,1,4,Tony Sidaway,Unassuming-Ingenuous
24319777.0.0,1,5,Tony Sidaway,Cold
24319777.0.0,1,6,Tony Sidaway,Arrogant-Calculating
245458714.96186.96186,0,1,Vivaldi27,Arrogant-Calculating
245458714.96186.96186,0,2,Orderinchaos,Warm-Agreeable
245458714.96186.96186,0,3,122.108.212.241,Gregarious-Extraverted
245458714.96186.96186,0,4,Timeshift9,Cold
245458714.96186.96186,0,5,Orderinchaos,Warm-Agreeable
245458714.96186.96186,0,6,220.245.98.47,Unassured-Submissive
245458714.96186.96186,1,7,203.48.59.60,Cold
245458714.96186.96186,1,8,203.48.59.60,Cold
246036898.35970.35970,0,1,Commking,Warm-Agreeable
246036898.35970.35970,0,2,InputPoem,Unassuming-Ingenuous
246036898.35970.35970,0,3,Commking,Gregarious-Extraverted
246036898.35970.35970,0,4,Agha Nader,Unassuming-Ingenuous
246036898.35970.35970,0,5,Commking,Warm-Agreeable
246036898.35970.35970,0,6,Axamir,Unassured-Submissive
246036898.35970.35970,0,7,Commking,Arrogant-Calculating
246036898.35970.35970,1,8,Axamir,Arrogant-Calculating
247472127.253579.253579,0,1,Collect,Warm-Agreeable
247472127.253579.253579,0,2,Theresa knott,Unassuming-Ingenuous
247472127.253579.253579,0,3,Collect,Warm-Agreeable
247472127.253579.253579,0,4,72.241.227.151,Unassuming-Ingenuous
247472127.253579.253579,0,5,Collect,Warm-Agreeable
247472127.253579.253579,0,6,Robofish,Warm-Agreeable
247472127.253579.253579,0,7,Ikip,Arrogant-Calculating
247472127.253579.253579,0,8,Ikip,Cold
247472127.253579.253579,1,9,Collect,Unassured-Submissive
247472127.253579.253579,1,10,Theresa knott,Assured-Dominant
249074806.43756.43756,0,1,KrytenKoro,Unassuming-Ingenuous
249074806.43756.43756,0,2,New Age Retro Hippie,Arrogant-Calculating
249074806.43756.43756,0,3,KrytenKoro,Warm-Agreeable
249074806.43756.43756,0,4,New Age Retro Hippie,Cold
249074806.43756.43756,0,5,KrytenKoro,Unassured-Submissive
249074806.43756.43756,0,6,New Age Retro Hippie,Arrogant-Calculating
249074806.43756.43756,0,7,KrytenKoro,Cold
249074806.43756.43756,1,8,New Age Retro Hippie,Cold
250215222.88739.88739,0,1,The TriZ,Arrogant-Calculating
250215222.88739.88739,0,2,Dbachmann,Warm-Agreeable
250215222.88739.88739,0,3,The TriZ,Unassured-Submissive
250215222.88739.88739,0,4,Chaldean,Warm-Agreeable
250215222.88739.88739,0,5,The TriZ,Unassured-Submissive
250215222.88739.88739,0,6,Dbachmann,Warm-Agreeable
250215222.88739.88739,1,7,Dbachmann,Warm-Agreeable
252665251.20447.20447,0,1,Sandpiper,Warm-Agreeable
252665251.20447.20447,0,2,Martin Hogbin,Gregarious-Extraverted
252665251.20447.20447,0,3,DGG,Warm-Agreeable
252665251.20447.20447,0,4,Martin Hogbin,Warm-Agreeable
252665251.20447.20447,0,5,MaxVT,Warm-Agreeable
252665251.20447.20447,0,6,Kevin Baas,Warm-Agreeable
252665251.20447.20447,0,7,WhatamIdoing,Warm-Agreeable
252665251.20447.20447,0,8,Trekphiler,Warm-Agreeable
252665251.20447.20447,1,9,Cool Hand Luke,Warm-Agreeable
253033903.60574.60574,0,1,Mad Hatter,Warm-Agreeable
253033903.60574.60574,0,2,70.21.58.96,Cold
253033903.60574.60574,0,3,70.21.58.96,Arrogant-Calculating
253033903.60574.60574,0,4,Mad Hatter,Unassuming-Ingenuous
253033903.60574.60574,1,5,70.21.58.96,Warm-Agreeable
253033903.60574.60574,1,6,Sidney West,Aloof-Introverted
253033903.60574.60574,1,7,Papa November,Unassuming-Ingenuous
253033903.60574.60574,1,8,Zazaban,Gregarious-Extraverted
25365808.118071.118071,0,1,Fvw,Unassured-Submissive
25365808.118071.118071,0,2,DESiegel,Warm-Agreeable
25365808.118071.118071,0,3,Ed Poor,Warm-Agreeable
25365808.118071.118071,0,4,DESiegel,Unassuming-Ingenuous
25365808.118071.118071,1,5,JackSarfatti,Arrogant-Calculating
25365808.118071.118071,2,6,JackSarfatti,Cold
253888447.46368.46368,0,1,Tmtoulouse,Not Available
253888447.46368.46368,0,2,92.20.9.53,Arrogant-Calculating
253888447.46368.46368,0,3,Scott,Cold
253888447.46368.46368,0,4,92.20.9.53,Unassured-Submissive
253888447.46368.46368,0,5,Scott,Cold
253888447.46368.46368,0,6,Smidgy,Unassured-Submissive
253888447.46368.46368,0,7,Scott,Cold
253888447.46368.46368,0,8,Smidgy,Unassured-Submissive
253888447.46368.46368,1,9,Scott,Arrogant-Calculating
253888447.46368.46368,1,10,Smidgy,Warm-Agreeable
257127398.62541.62541,0,1,TraceyR,Warm-Agreeable
257127398.62541.62541,0,2,Rhode Island Red,Unassuming-Ingenuous
257127398.62541.62541,0,3,TraceyR,Unassured-Submissive
257127398.62541.62541,0,4,68.231.207.246,Unassuming-Ingenuous
257127398.62541.62541,0,5,Shell Kinney,Warm-Agreeable
257127398.62541.62541,0,6,TraceyR,Unassured-Submissive
257127398.62541.62541,0,7,Shell Kinney,Warm-Agreeable
257127398.62541.62541,1,8,BullRangifer,Warm-Agreeable
2586406.3018.3013,0,1,David Newton,Unassuming-Ingenuous
2586406.3018.3013,0,2,Ihcoyc,Warm-Agreeable
2586406.3018.3013,0,3,Ihcoyc,Warm-Agreeable
2586406.3018.3013,1,4,Hoshie,Warm-Agreeable
2586406.3018.3013,1,5,David Newton,Warm-Agreeable
2586406.3018.3013,1,6,172.193.54.149,Aloof-Introverted
26096762.44024.44024,0,1,172.193.242.202,Gregarious-Extraverted
26096762.44024.44024,0,2,172.193.242.202,Gregarious-Extraverted
26096762.44024.44024,0,3,172.185.51.121,Gregarious-Extraverted
26096762.44024.44024,1,4,172.199.145.92,Unassuming-Ingenuous
26096762.44024.44024,1,5,172.192.78.130,Unassuming-Ingenuous
26096762.44024.44024,2,6,172.199.60.222,Assured-Dominant
26096762.44024.44024,2,7,172.199.60.222,Assured-Dominant
26096762.44024.44024,3,8,172.190.120.70,Arrogant-Calculating
26096762.44024.44024,3,9,Clawson,Arrogant-Calculating
262628360.24230.24230,0,1,JamieS93,Warm-Agreeable
262628360.24230.24230,0,2,SilkTork,Unassuming-Ingenuous
262628360.24230.24230,0,3,SilkTork,Warm-Agreeable
262628360.24230.24230,0,4,JamieS93,Warm-Agreeable
262628360.24230.24230,1,5,SilkTork,Unassuming-Ingenuous
263251789.19204.19204,0,1,Mattisse,Warm-Agreeable
263251789.19204.19204,0,2,Mattisse,Warm-Agreeable
263251789.19204.19204,0,3,CvyvvZkmSUDowVf,Unassured-Submissive
263251789.19204.19204,1,4,Mattisse,Unassuming-Ingenuous
263251789.19204.19204,2,5,Mattisse,Warm-Agreeable
268160746.173678.173678,0,1,Russavia,Warm-Agreeable
268160746.173678.173678,0,2,Nanobear~enwiki,Warm-Agreeable
268160746.173678.173678,0,3,Grey Fox-9589,Unassuming-Ingenuous
268160746.173678.173678,0,4,Russavia,Unassuming-Ingenuous
268160746.173678.173678,0,5,Russavia,Unassuming-Ingenuous
268160746.173678.173678,1,6,Grey Fox-9589,Warm-Agreeable
27097866.7157.7157,0,1,Spangineer,Warm-Agreeable
27097866.7157.7157,0,2,Gibraltarian,Unassured-Submissive
27097866.7157.7157,0,3,Spangineer,Warm-Agreeable
27097866.7157.7157,0,4,Gibraltarian,Unassured-Submissive
27097866.7157.7157,0,5,Ecemaml,Arrogant-Calculating
27097866.7157.7157,1,6,Ecemaml,Warm-Agreeable
27097866.7157.7157,1,7,Gibraltarian,Cold
272601117.6008.6008,0,1,Hippo43,Arrogant-Calculating
272601117.6008.6008,0,2,Fishiehelper2,Warm-Agreeable
272601117.6008.6008,0,3,Hippo43,Warm-Agreeable
272601117.6008.6008,0,4,NewTestLeper79,Unassuming-Ingenuous
272601117.6008.6008,0,5,Escape Orbit,Warm-Agreeable
272601117.6008.6008,0,6,Hippo43,Arrogant-Calculating
272601117.6008.6008,0,7,Escape Orbit,Unassuming-Ingenuous
272601117.6008.6008,0,8,Rockpocket,Warm-Agreeable
272601117.6008.6008,1,9,Rockpocket,Unassuming-Ingenuous
273253859.20177.20177,0,1,Thumperward,Aloof-Introverted
273253859.20177.20177,0,2,Hippo43,Warm-Agreeable
273253859.20177.20177,0,3,Thumperward,Cold
273253859.20177.20177,0,4,Escape Orbit,Warm-Agreeable
273253859.20177.20177,0,5,Thumperward,Unassuming-Ingenuous
273253859.20177.20177,0,6,Escape Orbit,Unassuming-Ingenuous
273253859.20177.20177,1,7,Jack forbes (renamed),Unassuming-Ingenuous
273253859.20177.20177,1,8,Hippo43,Warm-Agreeable
273253859.20177.20177,1,9,Hippo43,Unassuming-Ingenuous
273791406.26159.26159,0,1,Eye.earth,Warm-Agreeable
273791406.26159.26159,0,2,Jezhotwells,Warm-Agreeable
273791406.26159.26159,0,3,NYScholar,Unassuming-Ingenuous
273791406.26159.26159,0,4,NYScholar,Warm-Agreeable
273791406.26159.26159,0,5,NYScholar,Warm-Agreeable
273791406.26159.26159,0,6,Eye.earth,Unassuming-Ingenuous
273791406.26159.26159,0,7,Eye.earth,Not Available
273791406.26159.26159,1,8,NYScholar,Warm-Agreeable
273791406.26159.26159,1,9,NYScholar,Unassuming-Ingenuous
273826842.133960.133960,0,1,Literaturegeek,Warm-Agreeable
273826842.133960.133960,0,2,Doc James,Arrogant-Calculating
273826842.133960.133960,0,3,Literaturegeek,Unassured-Submissive
273826842.133960.133960,0,4,Doc James,Assured-Dominant
273826842.133960.133960,1,5,Literaturegeek,Gregarious-Extraverted
273826842.133960.133960,2,6,Doc James,Warm-Agreeable
273826842.133960.133960,2,7,Literaturegeek,Gregarious-Extraverted
273826842.133960.133960,3,8,Literaturegeek,Cold
274675523.36205.36205,0,1,92.40.230.193,Warm-Agreeable
274675523.36205.36205,0,2,Baseball Bugs,Unassuming-Ingenuous
274675523.36205.36205,0,3,212.12.173.177,Unassured-Submissive
274675523.36205.36205,1,4,Baseball Bugs,Warm-Agreeable
274675523.36205.36205,1,5,RaseaC,Unassured-Submissive
274675523.36205.36205,1,6,Resolute,Assured-Dominant
274675523.36205.36205,1,7,94.98.60.225,Unassured-Submissive
274675523.36205.36205,1,8,RaseaC,Arrogant-Calculating
274927784.32062.32062,0,1,Jezhotwells,Warm-Agreeable
274927784.32062.32062,0,2,IceCreamEmpress,Warm-Agreeable
274927784.32062.32062,0,3,NYScholar,Assured-Dominant
274927784.32062.32062,0,4,NYScholar,Assured-Dominant
274927784.32062.32062,0,5,NYScholar,Assured-Dominant
274927784.32062.32062,1,6,NYScholar,Unassuming-Ingenuous
274927784.32062.32062,1,7,NYScholar,Unassured-Submissive
274927784.32062.32062,1,8,Jezhotwells,Assured-Dominant
274927784.32062.32062,1,9,Jezhotwells,Cold
27907560.6923.6923,0,1,24.200.176.92,Unassured-Submissive
27907560.6923.6923,0,2,GraemeMcRae,Warm-Agreeable
27907560.6923.6923,0,3,GraemeMcRae,Warm-Agreeable
27907560.6923.6923,0,4,Wgsimon,Warm-Agreeable
27907560.6923.6923,1,5,24.200.176.92,Arrogant-Calculating
27907560.6923.6923,1,6,ArnoldReinhold,Warm-Agreeable
27907560.6923.6923,2,7,24.200.176.92,Cold
279227265.8229.8229,0,1,Guettarda,Warm-Agreeable
279227265.8229.8229,0,2,Til Eulenspiegel,Gregarious-Extraverted
279227265.8229.8229,0,3,Til Eulenspiegel,Unassuming-Ingenuous
279227265.8229.8229,1,4,Til Eulenspiegel,Unassuming-Ingenuous
279227265.8229.8229,1,5,Guettarda,Warm-Agreeable
279227265.8229.8229,1,6,Til Eulenspiegel,Cold
282945883.108975.108975,0,1,TreasuryTag,Warm-Agreeable
282945883.108975.108975,0,2,Cush,Arrogant-Calculating
282945883.108975.108975,0,3,TreasuryTag,Warm-Agreeable
282945883.108975.108975,0,4,Cush,Cold
282945883.108975.108975,0,5,TreasuryTag,Warm-Agreeable
282945883.108975.108975,0,6,Cush,Cold
282945883.108975.108975,1,7,TreasuryTag,Warm-Agreeable
28475482.19751.19751,0,1,Mikkow,Warm-Agreeable
28475482.19751.19751,0,2,198.105.45.121,Unassuming-Ingenuous
28475482.19751.19751,0,3,Milpitas guy,Warm-Agreeable
28475482.19751.19751,1,4,SillyAlgebraist,Arrogant-Calculating
28475482.19751.19751,1,5,Chrism07924,Unassured-Submissive
28475482.19751.19751,1,6,SillyAlgebraist,Assured-Dominant
