conversation_id,chunk_id,utterance_id,speaker,social_orientation
202711287.49516.49516,0,9,Sxeptomaniac,Warm-Agreeable
202711287.49516.49516,0,10,97.88.222.103,Arrogant-Calculating
203342874.129823.129823,0,1,Hoponpop69,Warm-Agreeable
203342874.129823.129823,0,2,ElisaEXPLOSiON,Warm-Agreeable
203342874.129823.129823,0,3,Dwrayosrfour,Cold
203342874.129823.129823,0,4,Hoponpop69,Unassuming-Ingenuous
203342874.129823.129823,0,5,Dwrayosrfour,Arrogant-Calculating
203342874.129823.129823,0,6,Hoponpop69,Unassured-Submissive
203342874.129823.129823,0,7,Dwrayosrfour,Unassured-Submissive
203342874.129823.129823,0,8,Dwrayosrfour,Unassuming-Ingenuous
203483248.64123.64123,0,1,Future Perfect at Sunrise,Warm-Agreeable
203483248.64123.64123,0,2,Köbra,Cold
203483248.64123.64123,0,3,Revizionist,Warm-Agreeable
203483248.64123.64123,0,4,Köbra,Arrogant-Calculating
203483248.64123.64123,0,5,Revizionist,Warm-Agreeable
203483248.64123.64123,0,6,Köbra,Cold
204031305.3894.3894,0,1,Padillah,Unassuming-Ingenuous
204031305.3894.3894,0,2,Aridd,Warm-Agreeable
204031305.3894.3894,0,3,Ged UK,Warm-Agreeable
204031305.3894.3894,0,4,Aridd,Unassuming-Ingenuous
204031305.3894.3894,0,5,Ged UK,Warm-Agreeable
204031305.3894.3894,0,6,Aridd,Warm-Agreeable
204073727.3013.3013,0,1,Navnløs,Warm-Agreeable
204073727.3013.3013,0,2,216.21.150.44,Arrogant-Calculating
204073727.3013.3013,0,3,Navnløs,Unassured-Submissive
204194977.6271.6271,0,1,JHunterJ,Unassuming-Ingenuous
204194977.6271.6271,0,2,Linas,Unassured-Submissive
204194977.6271.6271,0,3,JHunterJ,Warm-Agreeable
204194977.6271.6271,0,4,Linas,Cold
204198724.11060.11060,0,1,77.216.254.117,Unassured-Submissive
204198724.11060.11060,0,2,Herunar,Assured-Dominant
204198724.11060.11060,0,3,FOARP,Warm-Agreeable
204198724.11060.11060,0,4,Herunar,Assured-Dominant
204198724.11060.11060,0,5,FOARP,Arrogant-Calculating
204198724.11060.11060,0,6,Herunar,Assured-Dominant
2042455.3730.3730,0,1,Evercat,Unassured-Submissive
2042455.3730.3730,0,2,Lyellin,Warm-Agreeable
2042455.3730.3730,0,3,Morwen,Unassuming-Ingenuous
2042455.3730.3730,0,4,Lyellin,Unassured-Submissive
2042455.3730.3730,0,5,Morwen,Gregarious-Extraverted
2042455.3730.3730,0,6,Christofurio,Warm-Agreeable
204273522.222161.222161,0,1,IJA,Warm-Agreeable
204273522.222161.222161,0,2,IJA,Warm-Agreeable
204273522.222161.222161,0,3,Tone,Unassuming-Ingenuous
204273522.222161.222161,0,4,IJA,Assured-Dominant
204273522.222161.222161,0,5,Cradel,Warm-Agreeable
204280520.222161.222161,0,1,IJA,Assured-Dominant
204280520.222161.222161,0,2,Husond,Warm-Agreeable
204280520.222161.222161,0,3,Kosova2008,Arrogant-Calculating
204280520.222161.222161,0,4,Kosova2008,Unassured-Submissive
204280520.222161.222161,0,5,IJA,Unassured-Submissive
204280520.222161.222161,0,6,IJA,Cold
204534823.332118.332118,0,1,212.247.11.156,Unassuming-Ingenuous
204534823.332118.332118,0,2,IJA,Warm-Agreeable
204534823.332118.332118,0,3,Cradel,Unassured-Submissive
204534823.332118.332118,0,4,Husond,Arrogant-Calculating
204534823.332118.332118,0,5,IJA,Unassured-Submissive
204534823.332118.332118,0,6,Avala,Unassuming-Ingenuous
204534823.332118.332118,0,7,Gugganij,Warm-Agreeable
204725243.54360.54360,0,1,N-HH,Cold
204725243.54360.54360,0,2,Jaakobou,Unassured-Submissive
204725243.54360.54360,0,3,N-HH,Arrogant-Calculating
204725243.54360.54360,0,4,Jaakobou,Unassuming-Ingenuous
204725243.54360.54360,0,5,N-HH,Cold
204725243.54360.54360,0,6,Jaakobou,Unassured-Submissive
204725243.54360.54360,0,7,N-HH,Arrogant-Calculating
20516361.5416.5416,0,1,Benjamin Gatti,Gregarious-Extraverted
20516361.5416.5416,0,2,Woohookitty,Unassuming-Ingenuous
20516361.5416.5416,0,3,Benjamin Gatti,Arrogant-Calculating
205249698.259.259,0,1,Quixote09,Warm-Agreeable
205249698.259.259,0,2,130.64.178.174,Unassuming-Ingenuous
205249698.259.259,0,3,Callelinea,Cold
205249698.259.259,0,4,Student7,Warm-Agreeable
205249698.259.259,0,5,Callelinea,Unassured-Submissive
205249698.259.259,0,6,Student7,Warm-Agreeable
205249698.259.259,0,7,Quixote09,Cold
20532629.14610.14610,0,1,Dismas,Unassuming-Ingenuous
20532629.14610.14610,0,2,Pharos,Warm-Agreeable
20532629.14610.14610,0,3,Dismas,Warm-Agreeable
20532629.14610.14610,0,4,Sundar,Warm-Agreeable
20532629.14610.14610,0,5,Oskar Sigvardsson,Warm-Agreeable
20532629.14610.14610,0,6,Rdsmith4,Warm-Agreeable
20532629.14610.14610,0,7,Alexwcovington,Warm-Agreeable
20532629.14610.14610,0,8,Canderson7,Warm-Agreeable
20532629.14610.14610,0,9,BaronLarf,Warm-Agreeable
205490775.575.575,0,1,Realist2,Warm-Agreeable
205490775.575.575,0,2,Efe,Unassured-Submissive
205490775.575.575,0,3,Realist2,Gregarious-Extraverted
205490775.575.575,0,4,Realist2,Unassuming-Ingenuous
205490775.575.575,0,5,Efe,Warm-Agreeable
205490775.575.575,0,6,Realist2,Warm-Agreeable
20580006.15379.15379,0,1,Gozar,Gregarious-Extraverted
20580006.15379.15379,0,2,PFHLai,Warm-Agreeable
20580006.15379.15379,0,3,Pharos,Unassuming-Ingenuous
20580006.15379.15379,0,4,Gozar,Cold
206131755.2354.2348,0,1,Kodster,Warm-Agreeable
206131755.2354.2348,0,2,Kodster,Unassuming-Ingenuous
206131755.2354.2348,0,3,Realist2,Not Available
206131755.2354.2348,0,4,Realist2,Unassured-Submissive
206131755.2354.2348,0,5,Realist2,Unassuming-Ingenuous
206131755.2354.2348,0,6,Realist2,Not Available
20617264.0.0,0,1,Feline1,Unassured-Submissive
20617264.0.0,0,2,Drowse,Warm-Agreeable
20617264.0.0,0,3,Feline1,Unassured-Submissive
20617264.0.0,0,4,67.161.159.218,Unassuming-Ingenuous
206637858.19952.19952,0,1,Jmj713,Warm-Agreeable
206637858.19952.19952,0,2,Alaney2k,Warm-Agreeable
206637858.19952.19952,0,3,Scorpion0422,Unassured-Submissive
206637858.19952.19952,0,4,Jmj713,Unassuming-Ingenuous
206637858.19952.19952,0,5,Scorpion0422,Cold
206950817.55494.55494,0,1,Tedmoseby,Unassured-Submissive
206950817.55494.55494,0,2,Tedmoseby,Warm-Agreeable
206950817.55494.55494,0,3,Tool2Die4,Cold
206950817.55494.55494,0,4,Tedmoseby,Warm-Agreeable
206950817.55494.55494,0,5,Tedmoseby,Warm-Agreeable
20698254.10349.10349,0,1,PWhittle,Warm-Agreeable
20698254.10349.10349,0,2,Bensaccount,Warm-Agreeable
20698254.10349.10349,0,3,Ec5618,Unassuming-Ingenuous
20698254.10349.10349,0,4,PWhittle,Unassuming-Ingenuous
20698254.10349.10349,0,5,Wdanwatts,Unassuming-Ingenuous
20698254.10349.10349,0,6,ජපස,Unassuming-Ingenuous
20698254.10349.10349,0,7,FuelWagon,Warm-Agreeable
20698254.10349.10349,0,8,Nova77,Unassuming-Ingenuous
20698254.10349.10349,0,9,PWhittle,Warm-Agreeable
20698254.10349.10349,0,10,PWhittle,Warm-Agreeable
207007491.3930.2866,0,1,Gloss,Unassuming-Ingenuous
207007491.3930.2866,0,2,Zenlax,Warm-Agreeable
207007491.3930.2866,0,3,Zenlax,Unassured-Submissive
207007491.3930.2866,0,4,Zenlax,Unassuming-Ingenuous
207007491.3930.2866,0,5,Gloss,Unassured-Submissive
207007491.3930.2866,0,6,Gloss,Unassuming-Ingenuous
207007491.3930.2866,0,7,DoorLearn,Warm-Agreeable
207119513.305.305,0,1,Mangostar,Warm-Agreeable
207119513.305.305,0,2,Mamalujo,Warm-Agreeable
207119513.305.305,0,3,Giraffedata,Unassuming-Ingenuous
207319117.47094.47094,0,1,82.111.151.130,Arrogant-Calculating
207319117.47094.47094,0,2,Paul Barlow,Cold
207319117.47094.47094,0,3,Rudrasharman,Cold
207319117.47094.47094,0,4,Davedawit,Unassuming-Ingenuous
207319117.47094.47094,0,5,Paul Barlow,Cold
207685040.155576.155576,0,1,Husond,Warm-Agreeable
207685040.155576.155576,0,2,NOAH,Unassured-Submissive
207685040.155576.155576,0,3,Beamathan,Warm-Agreeable
207685040.155576.155576,0,4,NOAH,Arrogant-Calculating
207685040.155576.155576,0,5,Revolving Bugbear,Unassuming-Ingenuous
207685040.155576.155576,0,6,Beamathan,Warm-Agreeable
208579247.88911.88911,0,1,Bože pravde,Warm-Agreeable
208579247.88911.88911,0,2,Jakezing,Aloof-Introverted
208579247.88911.88911,0,3,Beamathan,Unassuming-Ingenuous
208579247.88911.88911,0,4,Beamathan,Unassured-Submissive
208579247.88911.88911,0,5,Nat,Unassuming-Ingenuous
208579247.88911.88911,0,6,Beamathan,Cold
208823776.20711.20711,0,1,Ultramarine,Unassured-Submissive
208823776.20711.20711,0,2,NJGW,Warm-Agreeable
208823776.20711.20711,0,3,Ultramarine,Cold
208823776.20711.20711,0,4,Kgrr,Warm-Agreeable
208823776.20711.20711,0,5,Kgrr,Unassuming-Ingenuous
208823776.20711.20711,0,6,NJGW,Warm-Agreeable
208823776.20711.20711,0,7,Ultramarine,Cold
208855553.22156.22156,0,1,Ultramarine,Cold
208855553.22156.22156,0,2,Kgrr,Unassured-Submissive
208855553.22156.22156,0,3,NJGW,Warm-Agreeable
208855553.22156.22156,0,4,Ultramarine,Unassuming-Ingenuous
208855553.22156.22156,0,5,Kgrr,Cold
209226262.83702.83702,0,1,Cowboybebop98,Warm-Agreeable
209226262.83702.83702,0,2,HongQiGong,Warm-Agreeable
209226262.83702.83702,0,3,Yunfeng,Unassuming-Ingenuous
209226262.83702.83702,0,4,Cowboybebop98,Unassuming-Ingenuous
209226262.83702.83702,0,5,Yunfeng,Unassured-Submissive
209226262.83702.83702,0,6,Oiboy77,Unassuming-Ingenuous
209226262.83702.83702,0,7,Oiboy77,Unassuming-Ingenuous
209226262.83702.83702,0,8,Cowboybebop98,Warm-Agreeable
209226262.83702.83702,0,9,Yunfeng,Cold
209226262.83702.83702,0,10,Cowboybebop98,Cold
209307971.88363.88363,0,1,Zhenqinli,Unassuming-Ingenuous
209307971.88363.88363,0,2,Yunfeng,Warm-Agreeable
209307971.88363.88363,0,3,Yunfeng,Warm-Agreeable
209307971.88363.88363,0,4,Relata refero,Assured-Dominant
209307971.88363.88363,0,5,Cowboybebop98,Arrogant-Calculating
209307971.88363.88363,0,6,Yunfeng,Warm-Agreeable
209307971.88363.88363,0,7,Yunfeng,Assured-Dominant
209307971.88363.88363,0,8,Relata refero,Unassured-Submissive
209307971.88363.88363,0,9,Cowboybebop98,Aloof-Introverted
209307971.88363.88363,0,10,Relata refero,Assured-Dominant
209435673.117146.117146,0,1,Kww,Unassured-Submissive
209435673.117146.117146,0,2,Red4tribe,Warm-Agreeable
209435673.117146.117146,0,3,The Red Hat of Pat Ferrick,Unassuming-Ingenuous
209435673.117146.117146,0,4,Kww,Unassured-Submissive
209435673.117146.117146,0,5,Merbabu,Warm-Agreeable
209755041.7801.7801,0,1,Realist2,Warm-Agreeable
209755041.7801.7801,0,2,AgnosticPreachersKid,Warm-Agreeable
209755041.7801.7801,0,3,Realist2,Warm-Agreeable
209755041.7801.7801,0,4,Realist2,Arrogant-Calculating
209812481.1746.1746,0,1,Karlhahn,Warm-Agreeable
209812481.1746.1746,0,2,Stan J Klimas,Unassuming-Ingenuous
209812481.1746.1746,0,3,Hgrosser,Unassured-Submissive
209812481.1746.1746,0,4,Hgrosser,Unassured-Submissive
209812481.1746.1746,0,5,Stan J Klimas,Warm-Agreeable
209905957.8322.8322,0,1,Realist2,Gregarious-Extraverted
209905957.8322.8322,0,2,AgnosticPreachersKid,Not Available
209905957.8322.8322,0,3,Realist2,Warm-Agreeable
209905957.8322.8322,0,4,Philippe,Unassured-Submissive
209905957.8322.8322,0,5,AgnosticPreachersKid,Warm-Agreeable
209905957.8322.8322,0,6,Realist2,Gregarious-Extraverted
209905957.8322.8322,0,7,Becksguy,Warm-Agreeable
209905957.8322.8322,0,8,Realist2,Warm-Agreeable
209905957.8322.8322,0,9,AgnosticPreachersKid,Warm-Agreeable
21009169.75081.75081,0,1,Bensaccount,Arrogant-Calculating
21009169.75081.75081,0,2,Ec5618,Unassured-Submissive
21009169.75081.75081,0,3,Bensaccount,Cold
21009169.75081.75081,0,4,Ec5618,Unassured-Submissive
21009169.75081.75081,0,5,Bensaccount,Arrogant-Calculating
21009169.75081.75081,0,6,Ec5618,Cold
210315902.125007.125007,0,1,Doncsecz~enwiki,Warm-Agreeable
210315902.125007.125007,0,2,Nikola Smolenski,Unassuming-Ingenuous
210315902.125007.125007,0,3,Doncsecz~enwiki,Unassured-Submissive
210315902.125007.125007,0,4,Damjanoviczarko,Unassuming-Ingenuous
210315902.125007.125007,0,5,Doncsecz~enwiki,Unassured-Submissive
210315902.125007.125007,0,6,Damjanoviczarko,Warm-Agreeable
210315902.125007.125007,0,7,Doncsecz~enwiki,Unassured-Submissive
210315902.125007.125007,0,8,Damjanoviczarko,Arrogant-Calculating
210395072.46162.46162,0,1,ChristeVita,Warm-Agreeable
210395072.46162.46162,0,2,ChristeVita,Unassuming-Ingenuous
210395072.46162.46162,0,3,Rpgon2,Arrogant-Calculating
210395072.46162.46162,0,4,ChristeVita,Warm-Agreeable
210395072.46162.46162,0,5,203.59.111.28,Unassuming-Ingenuous
210395072.46162.46162,0,6,Rpgon2,Cold
210990887.340587.340587,0,1,Dbachmann,Unassuming-Ingenuous
210990887.340587.340587,0,2,86.42.124.125,Cold
210990887.340587.340587,0,3,Waggers,Warm-Agreeable
210990887.340587.340587,0,4,Billreid,Warm-Agreeable
210990887.340587.340587,0,5,86.42.90.145,Arrogant-Calculating
210990887.340587.340587,0,6,Neon white,Warm-Agreeable
210990887.340587.340587,0,7,Sarah777,Unassuming-Ingenuous
210990887.340587.340587,0,8,Sarah777,Cold
210990887.340587.340587,0,9,GoodDay,Aloof-Introverted
210990887.340587.340587,0,10,86.42.90.145,Cold
211501261.25605.25605,0,1,Agent999,Arrogant-Calculating
211501261.25605.25605,0,2,Kww,Unassuming-Ingenuous
211501261.25605.25605,0,3,190.142.58.125,Cold
211538523.5868.5868,0,1,Saimaroimaru 2008,Warm-Agreeable
211538523.5868.5868,0,2,BrothaTimothy,Warm-Agreeable
211538523.5868.5868,0,3,Saimaroimaru 2008,Unassuming-Ingenuous
211717949.74386.74386,0,1,NikNovi,Unassuming-Ingenuous
211717949.74386.74386,0,2,Revizionist,Warm-Agreeable
211717949.74386.74386,0,3,Köbra,Unassured-Submissive
211754039.54581.54581,0,1,Molobo,Warm-Agreeable
211754039.54581.54581,0,2,Xx236,Unassuming-Ingenuous
211754039.54581.54581,0,3,Karasek,Cold
211754039.54581.54581,0,4,Molobo,Unassured-Submissive
211754039.54581.54581,0,5,Karasek,Arrogant-Calculating
211754039.54581.54581,0,6,Matthead,Unassuming-Ingenuous
211754039.54581.54581,0,7,Karasek,Cold
211760354.56544.56544,0,1,Jan.Kamenicek,Warm-Agreeable
211760354.56544.56544,0,2,Matthead,Arrogant-Calculating
211760354.56544.56544,0,3,Xx236,Unassuming-Ingenuous
211760354.56544.56544,0,4,Matthead,Unassuming-Ingenuous
211760354.56544.56544,0,5,Xx236,Warm-Agreeable
211760354.56544.56544,0,6,Matthead,Warm-Agreeable
211760354.56544.56544,0,7,Molobo,Unassured-Submissive
211760354.56544.56544,0,8,Molobo,Unassuming-Ingenuous
211760354.56544.56544,0,9,Matthead,Cold
21203243.49.2,0,1,Agriculture,Gregarious-Extraverted
21203243.49.2,0,2,Tverbeek,Assured-Dominant
21203243.49.2,0,3,Tverbeek,Unassuming-Ingenuous
21203243.49.2,0,4,Agriculture,Cold
212042.2300.2300,0,1,Brion VIBBER,Arrogant-Calculating
212042.2300.2300,0,2,Ortolan88,Warm-Agreeable
212042.2300.2300,0,3,Isis~enwiki,Unassuming-Ingenuous
212042.2300.2300,0,4,Brion VIBBER,Unassuming-Ingenuous
212042.2300.2300,0,5,Lee Daniel Crocker,Gregarious-Extraverted
212042.2300.2300,0,6,Isis~enwiki,Warm-Agreeable
212042.2300.2300,0,7,Isis~enwiki,Unassured-Submissive
212042.2300.2300,0,8,Brion VIBBER,Gregarious-Extraverted
212042.2300.2300,0,9,Isis~enwiki,Cold
212048079.9900.9900,0,1,ThuranX,Warm-Agreeable
212048079.9900.9900,0,2,Asgardian,Unassured-Submissive
212048079.9900.9900,0,3,ThuranX,Unassuming-Ingenuous
212048079.9900.9900,0,4,Asgardian,Warm-Agreeable
212048079.9900.9900,0,5,ThuranX,Assured-Dominant
212048079.9900.9900,0,6,Asgardian,Warm-Agreeable
212048079.9900.9900,0,7,Asgardian,Unassuming-Ingenuous
212048079.9900.9900,0,8,ThuranX,Cold
212068304.133858.133858,0,1,Slovenski Volk,Warm-Agreeable
212068304.133858.133858,0,2,77.78.198.26,Unassuming-Ingenuous
212068304.133858.133858,0,3,Ivan Štambuk,Warm-Agreeable
212068304.133858.133858,0,4,77.78.197.181,Arrogant-Calculating
212068304.133858.133858,0,5,Ivan Štambuk,Unassuming-Ingenuous
212068304.133858.133858,0,6,77.78.197.181,Cold
212167080.357339.357339,0,1,GoodDay,Unassured-Submissive
212167080.357339.357339,0,2,Matt Lewis,Warm-Agreeable
212167080.357339.357339,0,3,GoodDay,Unassuming-Ingenuous
212167080.357339.357339,0,4,CTC,Warm-Agreeable
212167080.357339.357339,0,5,Matt Lewis,Arrogant-Calculating
212167080.357339.357339,0,6,Matt Lewis,Cold
212167080.357339.357339,0,7,GoodDay,Unassuming-Ingenuous
212167080.357339.357339,0,8,CTC,Warm-Agreeable
212167080.357339.357339,0,9,Wotapalaver,Warm-Agreeable
212167080.357339.357339,0,10,Wotapalaver,Unassured-Submissive
212167080.357339.357339,0,11,Matt Lewis,Arrogant-Calculating
212167080.357339.357339,0,12,Matt Lewis,Unassured-Submissive
212558448.2749.2749,0,1,Khoikhoi,Warm-Agreeable
212558448.2749.2749,0,2,Rick Norwood,Unassuming-Ingenuous
212558448.2749.2749,0,3,The Founders Intent,Warm-Agreeable
212558448.2749.2749,0,4,BoogaLouie,Warm-Agreeable
212558448.2749.2749,0,5,Rocdahut,Warm-Agreeable
212558448.2749.2749,0,6,Pumpjack,Warm-Agreeable
212558448.2749.2749,0,7,The Founders Intent,Unassured-Submissive
21267717.3144.3144,0,1,MONGO,Assured-Dominant
21267717.3144.3144,0,2,Agriculture,Warm-Agreeable
21267717.3144.3144,0,3,MONGO,Warm-Agreeable
21267717.3144.3144,0,4,Agriculture,Unassured-Submissive
21267717.3144.3144,0,5,-RonTaril-,Unassuming-Ingenuous
212870395.24324.24324,0,1,Scorpion0422,Assured-Dominant
212870395.24324.24324,0,2,Alaney2k,Warm-Agreeable
212870395.24324.24324,0,3,Scorpion0422,Unassuming-Ingenuous
212870395.24324.24324,0,4,Jmj713,Gregarious-Extraverted
212870395.24324.24324,0,5,Jmj713,Warm-Agreeable
213054683.78816.78816,0,1,Jagz,Unassuming-Ingenuous
213054683.78816.78816,0,2,Wobble,Warm-Agreeable
213054683.78816.78816,0,3,Jagz,Unassured-Submissive
213054683.78816.78816,0,4,Richard001,Unassuming-Ingenuous
213054683.78816.78816,0,5,Wobble,Warm-Agreeable
213054683.78816.78816,0,6,Jagz,Unassured-Submissive
213054683.78816.78816,0,7,Ramdrake,Warm-Agreeable
213054683.78816.78816,0,8,Jagz,Unassured-Submissive
213448366.79999.79999,0,1,Jagz,Cold
213448366.79999.79999,0,2,Ramdrake,Warm-Agreeable
213448366.79999.79999,0,3,Jagz,Arrogant-Calculating
213448366.79999.79999,0,4,Ramdrake,Unassuming-Ingenuous
213448366.79999.79999,0,5,Jagz,Cold
213448366.79999.79999,0,6,Wsiegmund,Unassuming-Ingenuous
213448366.79999.79999,0,7,Jagz,Cold
213835004.19657.19137,0,1,Dream out loud,Warm-Agreeable
213835004.19657.19137,0,2,Gnevin,Unassuming-Ingenuous
213835004.19657.19137,0,3,Evertype,Cold
213835004.19657.19137,0,4,SeoR,Unassuming-Ingenuous
213835004.19657.19137,0,5,Stephen Shaw,Unassured-Submissive
213835004.19657.19137,0,6,Djegan,Unassuming-Ingenuous
213835004.19657.19137,0,7,Stephen Shaw,Unassured-Submissive
213924957.788.796,0,1,Giggy,Warm-Agreeable
213924957.788.796,0,2,Gloss,Unassured-Submissive
213924957.788.796,0,3,GaryColemanFan,Warm-Agreeable
213924957.788.796,0,4,Giggy,Warm-Agreeable
213924957.788.796,0,5,Merzbow,Gregarious-Extraverted
215085931.18282.18282,0,1,Reetex,Gregarious-Extraverted
215085931.18282.18282,0,2,Rpgon2,Arrogant-Calculating
215085931.18282.18282,0,3,Ncwfl,Warm-Agreeable
215085931.18282.18282,0,4,Rpgon2,Cold
215085931.18282.18282,0,5,Ncwfl,Unassuming-Ingenuous
215085931.18282.18282,0,6,Rpgon2,Arrogant-Calculating
215085931.18282.18282,0,7,Ncwfl,Warm-Agreeable
215180756.8562.8562,0,1,Lasttiger,Unassured-Submissive
215180756.8562.8562,0,2,143.107.4.202,Unassuming-Ingenuous
215180756.8562.8562,0,3,Lasttiger,Unassured-Submissive
215180756.8562.8562,0,4,24.209.242.49,Arrogant-Calculating
215180756.8562.8562,0,5,Lasttiger,Cold
215274499.31655.31655,0,1,LordSatan,Unassured-Submissive
215274499.31655.31655,0,2,86.145.177.113,Warm-Agreeable
215274499.31655.31655,0,3,LordSatan,Gregarious-Extraverted
215274499.31655.31655,0,4,86.145.177.113,Warm-Agreeable
215274499.31655.31655,0,5,LordSatan,Gregarious-Extraverted
215274499.31655.31655,0,6,86.145.177.113,Warm-Agreeable
215500480.110521.110521,0,1,AndarielHalo,Gregarious-Extraverted
215500480.110521.110521,0,2,AndarielHalo,Not Available
215500480.110521.110521,0,3,Deliogul,Warm-Agreeable
215500480.110521.110521,0,4,Gabr-el,Unassuming-Ingenuous
215500480.110521.110521,0,5,Mallerd,Arrogant-Calculating
215500480.110521.110521,0,6,Gabr-el,Cold
215604360.67565.67565,0,1,CompuHacker,Unassured-Submissive
215604360.67565.67565,0,2,HighInBC,Warm-Agreeable
215604360.67565.67565,0,3,Twalls,Warm-Agreeable
215604360.67565.67565,0,4,Benne,Arrogant-Calculating
215604360.67565.67565,0,5,HighInBC,Warm-Agreeable
215648991.2368.2368,0,1,Kaiwhakahaere,Unassured-Submissive
215648991.2368.2368,0,2,PageantUpdater,Unassuming-Ingenuous
215648991.2368.2368,0,3,Kaiwhakahaere,Warm-Agreeable
215648991.2368.2368,0,4,PageantUpdater,Assured-Dominant
215648991.2368.2368,0,5,Kaiwhakahaere,Cold
215736273.34953.34953,0,1,24.23.227.168,Unassured-Submissive
215736273.34953.34953,0,2,Samurai Cerberus,Unassuming-Ingenuous
215736273.34953.34953,0,3,Atomsturm~enwiki,Unassured-Submissive
215736273.34953.34953,0,4,24.209.242.49,Warm-Agreeable
215736273.34953.34953,0,5,71.199.116.161,Unassuming-Ingenuous
215736273.34953.34953,0,6,161.38.231.5,Unassured-Submissive
215736273.34953.34953,0,7,Lbrun12415,Warm-Agreeable
215762547.12472.10827,0,1,Soumyasch,Warm-Agreeable
215762547.12472.10827,0,2,A. S. Castanza,Arrogant-Calculating
215762547.12472.10827,0,3,A. S. Castanza,Unassured-Submissive
215762547.12472.10827,0,4,Soumyasch,Warm-Agreeable
215762547.12472.10827,0,5,Soumyasch,Unassuming-Ingenuous
215762547.12472.10827,0,6,A. S. Castanza,Unassured-Submissive
215762547.12472.10827,0,7,A. S. Castanza,Unassuming-Ingenuous
215798673.8775.8775,0,1,Lasttiger,Gregarious-Extraverted
215798673.8775.8775,0,2,JuJube,Unassuming-Ingenuous
215798673.8775.8775,0,3,Lasttiger,Warm-Agreeable
215798673.8775.8775,0,4,Vgamer101,Warm-Agreeable
215856612.69355.69355,0,1,Mladifilozof,Warm-Agreeable
215856612.69355.69355,0,2,Twalls,Unassuming-Ingenuous
215856612.69355.69355,0,3,Briangotts,Arrogant-Calculating
215856612.69355.69355,0,4,Twalls,Warm-Agreeable
215856612.69355.69355,0,5,87.102.97.100,Cold
215856612.69355.69355,0,6,Twalls,Warm-Agreeable
215856612.69355.69355,0,7,69.227.68.246,Unassured-Submissive
215856612.69355.69355,0,8,87.102.97.100,Cold
216690978.0.0,0,1,92.21.144.42,Cold
216690978.0.0,0,2,5theye,Warm-Agreeable
216690978.0.0,0,3,Rehevkor,Cold
216690978.0.0,0,4,5theye,Arrogant-Calculating
21738090.6527.6527,0,1,DavidWBrooks,Unassuming-Ingenuous
21738090.6527.6527,0,2,Copydeskcat,Arrogant-Calculating
21738090.6527.6527,0,3,Copydeskcat,Unassured-Submissive
21738090.6527.6527,0,4,DavidWBrooks,Warm-Agreeable
21738090.6527.6527,0,5,Copydeskcat,Arrogant-Calculating
21738090.6527.6527,0,6,DavidWBrooks,Warm-Agreeable
21738090.6527.6527,0,7,Copydeskcat,Unassured-Submissive
21738090.6527.6527,0,8,DavidWBrooks,Warm-Agreeable
21738090.6527.6527,0,9,Copydeskcat,Warm-Agreeable
217613994.14175.14175,0,1,Guettarda,Unassuming-Ingenuous
217613994.14175.14175,0,2,Orangemarlin,Warm-Agreeable
217613994.14175.14175,0,3,Guettarda,Warm-Agreeable
217613994.14175.14175,0,4,Orangemarlin,Gregarious-Extraverted
218312630.9577.9577,0,1,Gimmetrow,Unassuming-Ingenuous
218312630.9577.9577,0,2,Kozuch,Unassured-Submissive
218312630.9577.9577,0,3,Gimmetrow,Warm-Agreeable
218312630.9577.9577,0,4,Kozuch,Unassured-Submissive
218427260.37970.37970,0,1,65.3.134.162,Unassuming-Ingenuous
218427260.37970.37970,0,2,65.3.134.162,Unassuming-Ingenuous
218427260.37970.37970,0,3,86.145.177.113,Unassured-Submissive
218427260.37970.37970,0,4,86.145.177.113,Warm-Agreeable
218427260.37970.37970,0,5,86.145.177.113,Unassured-Submissive
218427260.37970.37970,0,6,86.145.177.113,Cold
218472270.53804.53804,0,1,Wolfkeeper,Unassuming-Ingenuous
218472270.53804.53804,0,2,89.223.193.226,Unassured-Submissive
218472270.53804.53804,0,3,Wolfkeeper,Unassuming-Ingenuous
218472270.53804.53804,0,4,Wolfkeeper,Unassuming-Ingenuous
218472270.53804.53804,0,5,77.111.185.112,Warm-Agreeable
218472270.53804.53804,0,6,Wolfkeeper,Warm-Agreeable
218721997.57099.57099,0,1,Koavf,Warm-Agreeable
218721997.57099.57099,0,2,ThuranX,Cold
218721997.57099.57099,0,3,Koavf,Unassured-Submissive
218721997.57099.57099,0,4,ThuranX,Cold
218804469.142073.142073,0,1,Agnistus,Warm-Agreeable
218804469.142073.142073,0,2,Agnistus,Warm-Agreeable
218804469.142073.142073,0,3,BozMo,Unassuming-Ingenuous
218804469.142073.142073,0,4,Itaqallah,Unassuming-Ingenuous
218804469.142073.142073,0,5,Agnistus,Unassured-Submissive
218804469.142073.142073,0,6,Elazeez,Unassuming-Ingenuous
218804469.142073.142073,0,7,Agnistus,Warm-Agreeable
218804469.142073.142073,0,8,Tripping Nambiar,Warm-Agreeable
219056579.4294.3763,0,1,157.228.x.x,Arrogant-Calculating
219056579.4294.3763,0,2,BalkanFever,Warm-Agreeable
219056579.4294.3763,0,3,157.228.x.x,Cold
219174365.27632.27632,0,1,TBDT,Unassured-Submissive
219174365.27632.27632,0,2,Ward3001,Unassuming-Ingenuous
